REPLICATEID,Abudefduf_notatus,Abudefduf_septemfasciatus,Abudefduf_sordidus,Abudefduf_vaigiensis,Acanthuridae,Acanthurus_achilles,Acanthurus_albipectoralis,Acanthurus_blochii,Acanthurus_dussumieri,Acanthurus_guttatus,Acanthurus_leucocheilus,Acanthurus_lineatus,Acanthurus_maculiceps,Acanthurus_mata,Acanthurus_nigricans,Acanthurus_nigricauda,Acanthurus_nigrofuscus,Acanthurus_nigroris,Acanthurus_olivaceus,Acanthurus_rackliffei,Acanthurus_thompsoni,Acanthurus_triostegus,Acanthurus_xanthopterus,Aluterus_scriptus,Anampses_caeruleopunctatus,Anampses_melanurus,Anampses_meleagrides,Anthias_sp,Aphareus_furca,Apogon_sp,Apogonidae,Apolemichthys_griffisi,Apolemichthys_xanthopunctatus,Arothron_hispidus,Arothron_meleagris,Aulostomus_chinensis,Balistapus_undulatus,Balistoides_viridescens,Blenniidae,Bodianus_axillaris,Bodianus_loxozonus,Bodianus_prognathus,Bothus_mancus,Caesio_teres,Caesionidae,Calotomus_carolinus,Cantherhines_dumerilii,Cantherhines_pardalis,Canthigaster_amboinensis,Canthigaster_coronata,Canthigaster_solandri,Caracanthus_maculatus,Carangoides_ferdau,Carangoides_orthogrammus,Caranx_ignobilis,Caranx_lugubris,Caranx_melampygus,Caranx_sexfasciatus,Carcharhinus_amblyrhynchos,Carcharhinus_melanopterus,Centropyge_flavissima,Centropyge_loricula,Cephalopholis_argus,Cephalopholis_leopardus,Cephalopholis_miniata,Cephalopholis_sexmaculata,Cephalopholis_spiloparaea,Cephalopholis_urodeta,Chaetodon_auriga,Chaetodon_ephippium,Chaetodon_kleinii,Chaetodon_lunula,Chaetodon_meyeri,Chaetodon_ornatissimus,Chaetodon_quadrimaculatus,Chaetodon_reticulatus,Chaetodon_unimaculatus,Cheilinus_trilobatus,Cheilinus_undulatus,Chlorurus_frontalis,Chlorurus_microrhinos,Chlorurus_spilurus,Chromis_acares,Chromis_agilis,Chromis_margaritifer,Chromis_vanderbilti,Chromis_xanthura,Chrysiptera_cyanea,Cirrhilabrus_exquisitus,Cirrhilabrus_sp,Cirrhitichthys_falco,Cirrhitichthys_oxycephalus,Cirrhitops_hubbardi,Cirrhitus_pinnulatus,Cirripectes_polyzona,Cirripectes_sp,Cirripectes_variolosus,Coris_aygula,Coris_centralis,Coris_gaimard,Ctenochaetus_binotatus,Ctenochaetus_cyanocheilus,Ctenochaetus_flavicauda,Ctenochaetus_hawaiiensis,Ctenochaetus_marginatus,Ctenochaetus_sp,Ctenochaetus_striatus,Decapterus_macarellus,Diodon_hystrix,Echidna_nebulosa,Ecsenius_midas,Elagatis_bipinnulata,Enchelycore_pardalis,Epibulus_insidiator,Epinephelus_fasciatus,Epinephelus_hexagonatus,Epinephelus_howlandi,Epinephelus_macrospilos,Epinephelus_melanostigma,Epinephelus_merra,Epinephelus_retouti,Epinephelus_sp,Epinephelus_spilotoceps,Epinephelus_tauvina,Exallias_brevis,Fistularia_commersonii,Forcipiger_flavissimus,Gnathodentex_aureolineatus,Gomphosus_varius,Gracila_albomarginata,Gymnosarda_unicolor,Gymnothorax_breedeni,Gymnothorax_flavimarginatus,Gymnothorax_javanicus,Gymnothorax_meleagris,Gymnothorax_sp,Halichoeres_hortulanus,Halichoeres_margaritaceus,Halichoeres_melasmapomus,Halichoeres_ornatissimus,Halichoeres_sp,Halichoeres_trimaculatus,Hemigymnus_fasciatus,Hemitaurichthys_thompsoni,Hipposcarus_longiceps,Hologymnosus_annulatus,Hologymnosus_doliatus,Kyphosus_cinerascens,Kyphosus_sp,Labridae,Labroides_bicolor,Labroides_dimidiatus,Labroides_rubrolabiatus,Labropsis_xanthonota,Lepidozygus_tapeinosoma,Lethrinus_olivaceus,Lutjanus_bohar,Lutjanus_gibbus,Lutjanus_kasmira,Lutjanus_monostigma,Luzonichthys_whitleyi,Macropharyngodon_meleagris,Melichthys_niger,Melichthys_vidua,Mobula_sp,Monotaxis_grandoculis,Mulloidichthys_mimicus,Mulloidichthys_vanicolensis,Myripristinae,Myripristis_adusta,Myripristis_amaena,Myripristis_berndti,Myripristis_earlei,Myripristis_kuntee,Myripristis_murdjan,Naso_brevirostris,Naso_hexacanthus,Naso_lituratus,Naso_vlamingii,Neocirrhites_armatus,Neoniphon_sp,Novaculichthys_taeniourus,Odonus_niger,Ostorhinchus_angustatus,Ostorhinchus_apogonoides,Ostracion_meleagris,Oxycheilinus_unifasciatus,Paracirrhites_arcatus,Paracirrhites_forsteri,Paracirrhites_hemistictus,Paracirrhites_xanthus,Parupeneus_cyclostomus,Parupeneus_insularis,Parupeneus_multifasciatus,Pempheris_oualensis,Pervagor_janthinosoma,Pervagor_marginalis,Pervagor_sp,Plagiotremus_rhinorhynchos,Plagiotremus_tapeinosoma,Plectroglyphidodon_dickii,Plectroglyphidodon_imparipennis,Plectroglyphidodon_johnstonianus,Plectroglyphidodon_phoenixensis,Pogonoperca_punctata,Pomacanthus_imperator,Pomacentridae,Pomacentrus_coelestis,Priacanthus_sp,Pseudanthias_bartlettorum,Pseudanthias_dispar,Pseudanthias_olivaceus,Pseudanthias_pascalus,Pseudobalistes_flavimarginatus,Pseudocheilinus_evanidus,Pseudocheilinus_hexataenia,Pseudocheilinus_octotaenia,Pseudocheilinus_tetrataenia,Pseudocoris_heteroptera,Pseudodax_moluccanus,Ptereleotris_evides,Ptereleotris_zebra,Pterocaesio_tile,Rhinecanthus_rectangulus,Sargocentron_caudimaculatum,Sargocentron_microstoma,Sargocentron_sp,Sargocentron_spiniferum,Sargocentron_tiere,Scaridae,Scarus_altipinnis,Scarus_festivus,Scarus_forsteni,Scarus_frenatus,Scarus_niger,Scarus_oviceps,Scarus_psittacus,Scarus_rubroviolaceus,Scarus_tricolor,Scomberoides_lysan,Scorpaenopsis_sp,Sebastapistes_cyanostigma,Serranidae,Sphyraena_barracuda,Sphyraena_qenie,Sphyrna_lewini,Stegastes_albifasciatus,Stegastes_aureus,Stegastes_fasciolatus,Stegastes_lividus,Stegastes_nigricans,Stegastes_sp,Stethojulis_bandanensis,Sufflamen_bursa,Sufflamen_chrysopterum,Taeniurops_meyeni,Thalassoma_amblycephalum,Thalassoma_hardwicke,Thalassoma_lutescens,Thalassoma_purpureum,Thalassoma_quinquevittatum,Thalassoma_sp,Thalassoma_trilobatum,Trachinotus_baillonii,Trachinotus_blochii,Triaenodon_obesus,Tylosurus_crocodilus,Valenciennea_strigata,Variola_louti,Xanthichthys_auromarginatus,Xanthichthys_caeruleolineatus,Zanclus_cornutus,Zebrasoma_rostratum,Zebrasoma_scopas
1845952460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.54895016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329490906,0,0,0,0,0,0,0,0,3.364255846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.77230635,0,0,0,0.333517898,0,6.910419236,0,0,0,0,0,0,0,0,1.098940366,0,0,0,0,0,2.458004663,0,0,0,0,1.04476265,0,0.45624417,0,0,0,0,0,0,0,0,0,0,0,0,11.18875911,0,0.493451059,0,0,0,1.942599368,45.54852632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.603259207,0,0,0,0,0,0,1.005894616,0,0,0,0,0,0,0,1.747515359,0,0,0.048770168,0,0,3.154578296,0,0,0,0,0,0,0,0,0,0,0,0,0,68.67343561,0,11.95756961,0,0,0,6.902352619,3.131532104,0,0,0,0,0,0,2.061110955,0,0,0,1.011301588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.766055194,0,1.122714336,0,0,0.661407766,0,0,0,0,0,2.329515751,0,0,0,0,1.663047773,0,0,0,0,0,8.305501297,0,0,0,0,0,0,0,0,0,0,98.45552831,0,0,0,0,0,0,0,0,0,0,12.57575309,0,0,0,49.1536186,0,0,0,0,0,0,0,0,0,2.922025747,0,0,0,0,0,0.335401854,0,0,0.040319252,0,0,0,0.347038697,0,0,0,0,0,0,0,21.92651297,0,0,4.140440513,1.550510686,0
1845952461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.54895016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329490906,0,0,0,0,0,0,0,0,3.364255846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.77230635,0,0,0,0.333517898,0,6.910419236,0,0,0,0,0,0,0,0,1.098940366,0,0,0,0,0,2.458004663,0,0,0,0,1.04476265,0,0.45624417,0,0,0,0,0,0,0,0,0,0,0,0,11.18875911,0,0.493451059,0,0,0,1.942599368,45.54852632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.603259207,0,0,0,0,0,0,1.005894616,0,0,0,0,0,0,0,1.747515359,0,0,0.048770168,0,0,3.154578296,0,0,0,0,0,0,0,0,0,0,0,0,0,68.67343561,0,11.95756961,0,0,0,6.902352619,3.131532104,0,0,0,0,0,0,2.061110955,0,0,0,1.011301588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.766055194,0,1.122714336,0,0,0.661407766,0,0,0,0,0,2.329515751,0,0,0,0,1.663047773,0,0,0,0,0,8.305501297,0,0,0,0,0,0,0,0,0,0,98.45552831,0,0,0,0,0,0,0,0,0,0,12.57575309,0,0,0,49.1536186,0,0,0,0,0,0,0,0,0,2.922025747,0,0,0,0,0,0.335401854,0,0,0.040319252,0,0,0,0.347038697,0,0,0,0,0,0,0,21.92651297,0,0,4.140440513,1.550510686,0
1845952462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.429923022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.928403835,0,0,0,0.658981812,0,0,0,0.449361373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.840730041,0,0,101.5585286,0,0.133986696,0.713664791,1.469694327,0,7.518909286,0,0,10.67174828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313895989,0,2.890763062,0,0,0,0.115735821,0,0,0,0,0,0,0,0,2.141164985,0.466774296,0,0,0,0,0.973187941,0.455414829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.232228362,0,0,0,0,0,0,0,0.45275566,0,0,0,0,0,0,0,0,0,0,0,0,0,1.511971959,0,0,0,0,0,0,0,0,0,0.050502858,0.054785496,0.462637247,0,0,0,0,0,0.683780565,0,0,0.449361373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.178184573,0,0,0,0,0,0,0,0,0,0,0.547563131,0,0,0,0,0,0,0,0,0,0,0,0.910865384,0,0,0,3.039024734,0,1.530695252,0,0,0,0,0.612988426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.505743169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.844860646,0,0,0.023223889,0,0,0,0,0,0,0,0,0,0,0,13.89776923,0,0,0,0,0
1845952463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448832218,0,0,0,0,0,0,0,0.928403835,0,0,0,0,0,0,0,0.164916913,0,0,0,0,0.264737591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124637573,0.069679779,9.531966022,0,3.880316068,0,0,0.219835837,0,0,0,0,0.894126713,0,0,0,0,0,0,0,0,0,0,0,6.131921647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.257932798,0,3.520586626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.372501986,1.282204057,0,0,0,0,0,0,0.534214435,6.144092068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00963104,0,0,0,17.55219447,0,1.843027744,0,2.051341695,0,0,1.380435752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220280824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136178959,0,0,0,0,0,0,2.189725857,0,0,0,14.93154367,0,0,0,0,0,0,0,0,0,0,1.065728165,0,0,0,0.44690708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113914474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433642043,0
1845952464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.83458896,0,0.415901051,0,0,0,0,0,0,0,0.475342763,0,0,0,1.604281826,0,0,0,0.805616986,0,0,0,0,0,0,0,0,0.587666609,0,0,0,0,0,0,0,0,0,0,0,0,0,2.212663883,22.26955224,0,0,0,0.309624462,0.233916398,13.53795777,0,0,0,0,1.513388092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970887594,0.856279059,0,0,0,0,0,0,0,0,0,0.429974723,0,11.68255022,0,0,0,0,0.261790264,0,23.18807316,0,0.396731912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.425944964,0,0,0,0,0,0,0,0,0,0,0,0,0,2.076312469,0,0,0,0,0,0,0,0,0.035593121,0.104892949,0,0.256417712,0,119.469395,0,0,0,0,0,0,0.224680687,0,0,0,0,0,0,0,2.077245436,0,0,0,0,47.09642668,0,0,0,0,0,0,0,0,0,0,0.137768923,0.220280824,1.224629487,0,0,0,0,1.016045157,0,0,0,0,0,1.687275319,0,0,0,0,0,0,0,0,0.416509193,0,2.437114502,0,0,0,0,0,0,0,0,0,0,116.7061553,0,0,0,0,0,1.544510869,0,0,0,0,16.29505746,0,0,0,16.33447742,0,0,0,0,0,0,0,0,0,1.301587678,0,0,0,0,0,0,0,0,0.437006935,0,0,0,2.206826313,0,0,0,0,0,0,0,13.89776923,0,0,0,1.612965021,0
1845952465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.792269915,0,0,0,0,0,0,0,0,0,2.547540122,0,0,0,0.928403835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24634197,0,0,0,0,0,0.041258099,9.535133154,0,0,0,0,0.219835837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126142388,1.04242668,0,0,0,0,0,0,0,0,0,0,0,4.799550767,0,0,0,0,0,0,11.61317637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.581275002,0,0,0,0,0,0,0.342135308,0,0,0,0,0,0,0,0.489064292,0,0,0.153987288,0,0,0,0,0,0,0,0,0,0,0,0,0.015702235,0,0,0,268.8183415,0,0,0,0,0,4.697854472,0.496573945,0,0,0,0,0,0,0,0,0.50431067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442435083,0,0,0,0,0,0.206520586,0,0,0,0,0,1.274324657,0,0,0,0,0.527121172,0,0,0,0,0,3.251016526,0,0,0,0,0,0,0,0,0,0,147.8506131,0,0,0,0,0,0,0,0,0,0,4.059193348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924166785,0,0,0,0,0,0,0,0,0.071606992,0,0.922699389,0,0.043969771,0,0,0,0,0,0,0,0,0,0,0,0,0
1845952466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.792269915,0,0,0,0,0,0,0,0,0,2.547540122,0,0,0,0.928403835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24634197,0,0,0,0,0,0.041258099,9.535133154,0,0,0,0,0.219835837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126142388,1.04242668,0,0,0,0,0,0,0,0,0,0,0,4.799550767,0,0,0,0,0,0,11.61317637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.581275002,0,0,0,0,0,0,0.342135308,0,0,0,0,0,0,0,0.489064292,0,0,0.153987288,0,0,0,0,0,0,0,0,0,0,0,0,0.015702235,0,0,0,268.8183415,0,0,0,0,0,4.697854472,0.496573945,0,0,0,0,0,0,0,0,0.50431067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442435083,0,0,0,0,0,0.206520586,0,0,0,0,0,1.274324657,0,0,0,0,0.527121172,0,0,0,0,0,3.251016526,0,0,0,0,0,0,0,0,0,0,147.8506131,0,0,0,0,0,0,0,0,0,0,4.059193348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924166785,0,0,0,0,0,0,0,0,0.071606992,0,0.922699389,0,0.043969771,0,0,0,0,0,0,0,0,0,0,0,0,0
1845952467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.83458896,0,0.415901051,0,0,0,0,0,0,0,0.475342763,0,0,0,1.604281826,0,0,0,0.805616986,0,0,0,0,0,0,0,0,0.587666609,0,0,0,0,0,0,0,0,0,0,0,0,0,2.212663883,22.26955224,0,0,0,0.309624462,0.233916398,13.53795777,0,0,0,0,1.513388092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970887594,0.856279059,0,0,0,0,0,0,0,0,0,0.429974723,0,11.68255022,0,0,0,0,0.261790264,0,23.18807316,0,0.396731912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.425944964,0,0,0,0,0,0,0,0,0,0,0,0,0,2.076312469,0,0,0,0,0,0,0,0,0.035593121,0.104892949,0,0.256417712,0,119.469395,0,0,0,0,0,0,0.224680687,0,0,0,0,0,0,0,2.077245436,0,0,0,0,47.09642668,0,0,0,0,0,0,0,0,0,0,0.137768923,0.220280824,1.224629487,0,0,0,0,1.016045157,0,0,0,0,0,1.687275319,0,0,0,0,0,0,0,0,0.416509193,0,2.437114502,0,0,0,0,0,0,0,0,0,0,116.7061553,0,0,0,0,0,1.544510869,0,0,0,0,16.29505746,0,0,0,16.33447742,0,0,0,0,0,0,0,0,0,1.301587678,0,0,0,0,0,0,0,0,0.437006935,0,0,0,2.206826313,0,0,0,0,0,0,0,13.89776923,0,0,0,1.612965021,0
1845952468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.23492215,0,0,0,0,0,0,0,0,0,0,0,0,0,1.604281826,0,0,0,0,0,0,0,0,0,0,0,0,0.329525419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.19612455,0,0,0,0,0.329015043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378427165,1.829356625,0,0,0,0,0,0,0,0,0,0,0,9.507327735,0,0,0,0,0,0,15.29366628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490805726,0,0,0,0,0,0,0,0.489064292,0,0,0.094078255,0,0,0.774129643,0,0,0,0,0,0,0,0,0,0.023980263,0,0,0,25.56201849,0,0,0,0,0,1.380435752,0,0,0,0,0,0,0,0,0,0.415449087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442435083,0,0,0,0,0.206520586,0,0,0,0,0,0.941941198,0,0,0,0,0,0,0,0,0,0,13.6595117,0,0,0,0,0,0,0,0,0,0,22.17759197,0,0,0,0,1.592736096,0,0,0,0,0,17.07067969,0,0,0,15.57998174,0,0,0,0,0,25.85405123,0,0,0,0.767164218,0,0,0,0,0,0.412529612,0,0,0.182350538,0,0,0,0.122627681,0,0,0,0,0,0,0,0,0,0,0,0.533077479,0
1845952469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.23492215,0,0,0,0,0,0,0,0,0,0,0,0,0,1.604281826,0,0,0,0,0,0,0,0,0,0,0,0,0.329525419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.19612455,0,0,0,0,0.329015043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378427165,1.829356625,0,0,0,0,0,0,0,0,0,0,0,9.507327735,0,0,0,0,0,0,15.29366628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490805726,0,0,0,0,0,0,0,0.489064292,0,0,0.094078255,0,0,0.774129643,0,0,0,0,0,0,0,0,0,0.023980263,0,0,0,25.56201849,0,0,0,0,0,1.380435752,0,0,0,0,0,0,0,0,0,0.415449087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442435083,0,0,0,0,0.206520586,0,0,0,0,0,0.941941198,0,0,0,0,0,0,0,0,0,0,13.6595117,0,0,0,0,0,0,0,0,0,0,22.17759197,0,0,0,0,1.592736096,0,0,0,0,0,17.07067969,0,0,0,15.57998174,0,0,0,0,0,25.85405123,0,0,0,0.767164218,0,0,0,0,0,0.412529612,0,0,0.182350538,0,0,0,0.122627681,0,0,0,0,0,0,0,0,0,0,0,0.533077479,0
1845952470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.681334657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.68721119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048069384,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978680268,0,0,0,0,0.270886201,0,0,0,0.71644517,0,0,0,0,0,0,0,0,0,0,0,0,0.189213582,0.186877612,0,0,0,0,0,0,0.030375519,0,0,0,0,0,0,0,0,0,0,0,1.320326025,0,6.037788706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.123669031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026161037,0,0,0.028223477,0,0.286450373,0,0,0,0,0,0,9.061545538,0,0,0,0.015702235,0,0,0,34.35339046,0,2.704963913,0,0,0,2.760871505,0,0,0,0,0,0,0.647706547,0,0.415449087,0.337697202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024068189,0,0,0,0,0,0,0,0,0.313334133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022246041,0,0,0,0,0,0,5.625033071,0,0,0,0,0,4.647026198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.700291611,0.07272831,0,0,0,0.026066597,0,0,0,0.038598964,0,0,0,0.070949435,0,0,0,0,0,0,0,0,0,0,0,0,0
1845952471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.754151316,0,0,0,0,0,0,0,0,0,0,0,0,0,1.604281826,0,0,0,0,0,0,0,0,0,0,0,0,0.264737591,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83858609,8.225038913,0,204.5889505,0,0.239837815,0.193021205,9.3749061,0,6.914303701,0,0,0.599901244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.657166047,0,1.655618845,0,0,0,0,0,0,0,0,0,0,0,0,4.884216414,0,0.85268343,0,0.668671799,1.003333776,0,4.963159972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737912599,0,0,0,0,0,0,0,0,0,0.81268065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.27481878,0,0,0,2.469207596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.052191013,0,0,0,0,0,0.167832515,0,0,0,1.307095346,0,0,0,0,0,0,0,0,0,0.038896235,0,0,0.767332242,0,0,0,7.692531357,0,0,0,0,0,0,0.284720066,0,0,0,0,0,0,0,0,0,0,0,1.544510869,0,0,0,0,4.945470691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057341616,0,0,0,0,0,0,0,0,0,0,0,0,0
1845952472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.681334657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.68721119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048069384,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978680268,0,0,0,0,0.270886201,0,0,0,0.71644517,0,0,0,0,0,0,0,0,0,0,0,0,0.189213582,0.186877612,0,0,0,0,0,0,0.030375519,0,0,0,0,0,0,0,0,0,0,0,1.320326025,0,6.037788706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.123669031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026161037,0,0,0.028223477,0,0.286450373,0,0,0,0,0,0,9.061545538,0,0,0,0.015702235,0,0,0,34.35339046,0,2.704963913,0,0,0,2.760871505,0,0,0,0,0,0,0.647706547,0,0.415449087,0.337697202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024068189,0,0,0,0,0,0,0,0,0.313334133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022246041,0,0,0,0,0,0,5.625033071,0,0,0,0,0,4.647026198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.700291611,0.07272831,0,0,0,0.026066597,0,0,0,0.038598964,0,0,0,0.070949435,0,0,0,0,0,0,0,0,0,0,0,0,0
1845952473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.68204166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083379475,0,17.31294723,0,0,0,0,0.274598932,1.944629403,0,0,0,0,0,0,0,0,3.356004093,0,0,0,0,0.916868284,0,0.638741838,0,0,0,0,0,0,0,0,0,0,0,0,6.017714558,0,0,0,0,0,0,9.628213606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194098295,0,1.683352337,0,0,0,0,0,0,0,0.658761462,0,0,0,0,0,1.741694931,0,0,0,0,0,0,0.2611676,0,0,0.052873385,0,0,0,105.5676597,0,0,0,0,0,6.672135112,0,0,0,0,0,0,0,4.238373595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.570023409,0,0,0,0,0,0,0,0,0,0,12.34224842,0,29.86308734,0,0,0,0,0,0,0,0,26.08681085,0,0,0,0,0,0,0,0,0,0,22.00343402,0,0,0,28.36587624,0,0,0,0,0,8.095083182,0,0,0,1.747548851,0,0,0,0,0,0,0,0,0.116119446,0,0,0,0.266728972,0,0,0,0,0,0,0,0,0,0,0,0,0
1845952474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.68204166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083379475,0,17.31294723,0,0,0,0,0.274598932,1.944629403,0,0,0,0,0,0,0,0,3.356004093,0,0,0,0,0.916868284,0,0.638741838,0,0,0,0,0,0,0,0,0,0,0,0,6.017714558,0,0,0,0,0,0,9.628213606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194098295,0,1.683352337,0,0,0,0,0,0,0,0.658761462,0,0,0,0,0,1.741694931,0,0,0,0,0,0,0.2611676,0,0,0.052873385,0,0,0,105.5676597,0,0,0,0,0,6.672135112,0,0,0,0,0,0,0,4.238373595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.570023409,0,0,0,0,0,0,0,0,0,0,12.34224842,0,29.86308734,0,0,0,0,0,0,0,0,26.08681085,0,0,0,0,0,0,0,0,0,0,22.00343402,0,0,0,28.36587624,0,0,0,0,0,8.095083182,0,0,0,1.747548851,0,0,0,0,0,0,0,0,0.116119446,0,0,0,0.266728972,0,0,0,0,0,0,0,0,0,0,0,0,0
