REPLICATEID,Abudefduf_notatus,Abudefduf_septemfasciatus,Abudefduf_sordidus,Abudefduf_vaigiensis,Acanthuridae,Acanthurus_achilles,Acanthurus_albipectoralis,Acanthurus_blochii,Acanthurus_dussumieri,Acanthurus_guttatus,Acanthurus_leucocheilus,Acanthurus_lineatus,Acanthurus_maculiceps,Acanthurus_mata,Acanthurus_nigricans,Acanthurus_nigricauda,Acanthurus_nigrofuscus,Acanthurus_nigroris,Acanthurus_olivaceus,Acanthurus_rackliffei,Acanthurus_thompsoni,Acanthurus_triostegus,Acanthurus_xanthopterus,Aluterus_scriptus,Anampses_caeruleopunctatus,Anampses_melanurus,Anampses_meleagrides,Anthias_sp,Aphareus_furca,Apogon_sp,Apogonidae,Apolemichthys_griffisi,Apolemichthys_xanthopunctatus,Arothron_hispidus,Arothron_meleagris,Aulostomus_chinensis,Balistapus_undulatus,Balistoides_viridescens,Blenniidae,Bodianus_axillaris,Bodianus_loxozonus,Bodianus_prognathus,Bothus_mancus,Caesio_teres,Caesionidae,Calotomus_carolinus,Cantherhines_dumerilii,Cantherhines_pardalis,Canthigaster_amboinensis,Canthigaster_coronata,Canthigaster_solandri,Caracanthus_maculatus,Carangoides_ferdau,Carangoides_orthogrammus,Caranx_ignobilis,Caranx_lugubris,Caranx_melampygus,Caranx_sexfasciatus,Carcharhinus_amblyrhynchos,Carcharhinus_melanopterus,Centropyge_flavissima,Centropyge_loricula,Cephalopholis_argus,Cephalopholis_leopardus,Cephalopholis_miniata,Cephalopholis_sexmaculata,Cephalopholis_spiloparaea,Cephalopholis_urodeta,Chaetodon_auriga,Chaetodon_ephippium,Chaetodon_kleinii,Chaetodon_lunula,Chaetodon_meyeri,Chaetodon_ornatissimus,Chaetodon_quadrimaculatus,Chaetodon_reticulatus,Chaetodon_unimaculatus,Cheilinus_trilobatus,Cheilinus_undulatus,Chlorurus_frontalis,Chlorurus_microrhinos,Chlorurus_spilurus,Chromis_acares,Chromis_agilis,Chromis_margaritifer,Chromis_vanderbilti,Chromis_xanthura,Chrysiptera_cyanea,Cirrhilabrus_exquisitus,Cirrhilabrus_sp,Cirrhitichthys_falco,Cirrhitichthys_oxycephalus,Cirrhitops_hubbardi,Cirrhitus_pinnulatus,Cirripectes_polyzona,Cirripectes_sp,Cirripectes_variolosus,Coris_aygula,Coris_centralis,Coris_gaimard,Ctenochaetus_binotatus,Ctenochaetus_cyanocheilus,Ctenochaetus_flavicauda,Ctenochaetus_hawaiiensis,Ctenochaetus_marginatus,Ctenochaetus_sp,Ctenochaetus_striatus,Decapterus_macarellus,Diodon_hystrix,Echidna_nebulosa,Ecsenius_midas,Elagatis_bipinnulata,Enchelycore_pardalis,Epibulus_insidiator,Epinephelus_fasciatus,Epinephelus_hexagonatus,Epinephelus_howlandi,Epinephelus_macrospilos,Epinephelus_melanostigma,Epinephelus_merra,Epinephelus_retouti,Epinephelus_sp,Epinephelus_spilotoceps,Epinephelus_tauvina,Exallias_brevis,Fistularia_commersonii,Forcipiger_flavissimus,Gnathodentex_aureolineatus,Gomphosus_varius,Gracila_albomarginata,Gymnosarda_unicolor,Gymnothorax_breedeni,Gymnothorax_flavimarginatus,Gymnothorax_javanicus,Gymnothorax_meleagris,Gymnothorax_sp,Halichoeres_hortulanus,Halichoeres_margaritaceus,Halichoeres_melasmapomus,Halichoeres_ornatissimus,Halichoeres_sp,Halichoeres_trimaculatus,Hemigymnus_fasciatus,Hemitaurichthys_thompsoni,Hipposcarus_longiceps,Hologymnosus_annulatus,Hologymnosus_doliatus,Kyphosus_cinerascens,Kyphosus_sp,Labridae,Labroides_bicolor,Labroides_dimidiatus,Labroides_rubrolabiatus,Labropsis_xanthonota,Lepidozygus_tapeinosoma,Lethrinus_olivaceus,Lutjanus_bohar,Lutjanus_gibbus,Lutjanus_kasmira,Lutjanus_monostigma,Luzonichthys_whitleyi,Macropharyngodon_meleagris,Melichthys_niger,Melichthys_vidua,Mobula_sp,Monotaxis_grandoculis,Mulloidichthys_mimicus,Mulloidichthys_vanicolensis,Myripristinae,Myripristis_adusta,Myripristis_amaena,Myripristis_berndti,Myripristis_earlei,Myripristis_kuntee,Myripristis_murdjan,Naso_brevirostris,Naso_hexacanthus,Naso_lituratus,Naso_vlamingii,Neocirrhites_armatus,Neoniphon_sp,Novaculichthys_taeniourus,Odonus_niger,Ostorhinchus_angustatus,Ostorhinchus_apogonoides,Ostracion_meleagris,Oxycheilinus_unifasciatus,Paracirrhites_arcatus,Paracirrhites_forsteri,Paracirrhites_hemistictus,Paracirrhites_xanthus,Parupeneus_cyclostomus,Parupeneus_insularis,Parupeneus_multifasciatus,Pempheris_oualensis,Pervagor_janthinosoma,Pervagor_marginalis,Pervagor_sp,Plagiotremus_rhinorhynchos,Plagiotremus_tapeinosoma,Plectroglyphidodon_dickii,Plectroglyphidodon_imparipennis,Plectroglyphidodon_johnstonianus,Plectroglyphidodon_phoenixensis,Pogonoperca_punctata,Pomacanthus_imperator,Pomacentridae,Pomacentrus_coelestis,Priacanthus_sp,Pseudanthias_bartlettorum,Pseudanthias_dispar,Pseudanthias_olivaceus,Pseudanthias_pascalus,Pseudobalistes_flavimarginatus,Pseudocheilinus_evanidus,Pseudocheilinus_hexataenia,Pseudocheilinus_octotaenia,Pseudocheilinus_tetrataenia,Pseudocoris_heteroptera,Pseudodax_moluccanus,Ptereleotris_evides,Ptereleotris_zebra,Pterocaesio_tile,Rhinecanthus_rectangulus,Sargocentron_caudimaculatum,Sargocentron_microstoma,Sargocentron_sp,Sargocentron_spiniferum,Sargocentron_tiere,Scaridae,Scarus_altipinnis,Scarus_festivus,Scarus_forsteni,Scarus_frenatus,Scarus_niger,Scarus_oviceps,Scarus_psittacus,Scarus_rubroviolaceus,Scarus_tricolor,Scomberoides_lysan,Scorpaenopsis_sp,Sebastapistes_cyanostigma,Serranidae,Sphyraena_barracuda,Sphyraena_qenie,Sphyrna_lewini,Stegastes_albifasciatus,Stegastes_aureus,Stegastes_fasciolatus,Stegastes_lividus,Stegastes_nigricans,Stegastes_sp,Stethojulis_bandanensis,Sufflamen_bursa,Sufflamen_chrysopterum,Taeniurops_meyeni,Thalassoma_amblycephalum,Thalassoma_hardwicke,Thalassoma_lutescens,Thalassoma_purpureum,Thalassoma_quinquevittatum,Thalassoma_sp,Thalassoma_trilobatum,Trachinotus_baillonii,Trachinotus_blochii,Triaenodon_obesus,Tylosurus_crocodilus,Valenciennea_strigata,Variola_louti,Xanthichthys_auromarginatus,Xanthichthys_caeruleolineatus,Zanclus_cornutus,Zebrasoma_rostratum,Zebrasoma_scopas
1845961968,0,0,0,0,0,0,0,0,0,0,0,2.116436983,0,0,0.620295509,0,0,0,2.256232364,0,0,7.274845482,0,0,0.366845778,0,0.294975591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.222805206,0,0,0,0,0.740051393,0,0,0,0.281988662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.614652146,0,0,0,0,0,0,0,1.533479522,0,0,0,0,0,0.359725822,0,0,0,0,1.449519056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217427635,0,0,0,0,0,0,0,0.001950626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040084292,0.010804868,0,0,0,0,0,0,0,0,0,2.591089714,7.955329805,0,0,0,0,0,0,0,0,0.50431067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167832515,0,1.464485746,0,0,0,0,0,0,0,0,0,0,0.193623279,0.013318101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901922794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.374731462,0,0,0,0,0,0,0,0,0.973284407,0.48151727,0,0,0,0,0,0,0,0.374162661,0,0,1.560613671,0.518198309,0,0.229185966,0,0,0,0,0,0,0,0,0,0,0
1845961969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.635102865,0,0,0,0,0,0,0,0,0,0,0,0.203156812,0,1.604281826,0,0,0.409765518,0,0,0,0,0.624594294,0,0.039424455,0,0,0,0,0,0,0,1.456121962,0,0,0,0,0,0,0,0,13.06074592,4.112519457,0,242.0953804,0,0.187614859,0.638435899,0,0,14.53841128,0,0,2.92695211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.714192541,0,0,0,0,0,0,0.020174943,0,0,0,0,0,11.03410165,0,0,0,0,0,0,0.820140693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.250378986,0,5.356971841,0,0,0,0,0,0.347809889,2.880736719,0,0,0,0,0,0,0.218781635,0,0,0,0,0,1.178128551,0,0,0,0,0,0,0,0,0.00291808,0,0,0.234439051,0,26.11757575,0,1.585152286,0,41.02683391,0,26.8884824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3159075,0,0,0,0,0.062035271,0.372531508,0,0,0,1.307095346,0,0,0,0,0,0,0,0.334212694,0,0.096233211,0,0,2.159088319,0,0,0,23.97030759,0,0,0,0,0,0,0.139572534,0,0,0,0,0,0,0,0,0,0,0,2.182230721,0,0,0,0,0,0,0,0,0,4.432422943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135920868,0,0,0,0,0,0,0,0,0,1.127190048,0,0,0.442524128
1845961970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684697582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624594294,0,0.079804926,0,0,0,0,0,0,0,0.734470688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059959454,0,0,0,0,0,0,0.394633265,0,0,0,0,0.447063356,0,0,0,0,0,0,0,0,0,0,0,0.189213582,0.950447855,0,0,0,0,0,0.011724376,0,0,0,0,0,10.25273332,0,0,0,0,0,0,1.947638644,0,0.253489403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45275566,0,0,0,0,0,0,0,0.001950626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076656738,0,0,0,0,12.27481878,0,0,0,0,0,5.277841489,1.380435752,0,0,0,0,0,0,6.500617115,5.90868396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.110965523,0,0,0,0,0,0.609370217,0,0,0.02632736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.819950572,0,0,0,0,8.2489888,0,0,0,5.778374283,0,0,0,0,0,0,0,0,0,0.755286277,0,0,0,0,0,0,0,0,0.009784139,0.132878964,0,0,0.05946538,0,0,0,0,0,0,0,0,0,0,0,1.293274398,0
1845961971,0,0,0,0,0,0.477464829,0,0,0,0,0,0,0,0,11.58713923,0,0,0,0,0,0,0,0,0,1.64278459,0,0,0,1.604281826,0,0,0,0.409765518,0,0,0,0,0,0.079804926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169272991,0,5.114289008,0,0,0,0,1.041368275,0,0,0,0,0.447063356,0,0,0,0,1.3465162,0,0,0,0,0,0,0,3.693752802,0,0,0,0,0,0,0,0,0,0,0,2.141164985,0,0,0,0,0,0,2.855452631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586119504,0,0,0,0,0,0,0,0,0,0,0,0,0,1.700762826,0,0,0,0,0,0,0,0,0,0,0,12.81274535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.076315282,0,0,0,0,0,0,0,1.464485746,0,0,0.638449481,0,0,0,0,0,0,0,0.605761463,0,0,0,0,0,0,0,0,0.067835374,0,23.34381129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.27789013,0,0,0,0,0,0,0,0,0,0.495645508,0,0,0,0,0,0,0,0,0,0,0,0,0.684009182,0,0,0,0,0,0,0,0,0,0,0.666227062,0,0
1845961972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136583761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774766904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059959454,0,3.222805206,0,0,0,0,0.885355303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132858302,1.131485542,0,0,0,0,0,0,0.01835446,0,0,0,0,0,0,0,0,0,0,0,0.998850236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561135465,0,0,0,0,0,0,0,0.174339981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057880853,0,0,0.067835374,0,6.202992813,0,0,0,0,0,1.380435752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546212107,0,0,0,0,1.900291346,0,0,0,0,0,10.19187824,0,0,0,0,0,0,0,0,0,0,27.89311335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333573346,0,0,0,0,0,0,0,0,0,0.366007767,0,0,0,0,0,0,0,0,0.003440576,0,0,0,0.491297304,0,0,0,0,0,0,0,0,0,0,0,0,0
1845961973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.050624197,0,0.119720883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172751338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.72232673,0.059959454,0,0.978680268,0,0,0,0,0.329015043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328495803,0,0,0,0,0,0,0,0,0,0,0,0.520407383,0,0,0,0,0,0.020242662,1.572324043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889185255,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475412367,0,0,0,0,0,0,0,0,0,0.00963104,0,0,0,34.35339046,0,0,0,0,0,2.155202657,0,0,0,0,0,1.284320341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.087227904,0,0.561357168,0,0,0,0,0,0,0,0,0.251377227,0,0.026726193,0,0,0.34313636,0,0,0,0,0,7.821798179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.505743169,0,0,0,3.010485154,0,0,0,0,0,0,0,0,0,0.29199511,0,0,0,0,0,0,0,0,0,0,0,0,0.164473689,0,0,0,0,0,0,0,0.341140644,0,0,0,0,0
1845961974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868656605,0,0,0,0,0,0,0,14.99745772,0,0,0,0,0,4.812845479,0,0,0.605098823,0,0,0,0,1.249188588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3648255,6.668314594,0,57.81000408,0,0.141638957,0.257361606,0,0,7.928760946,0,0,1.442624681,0,0,0,0,0.894126713,0,0,0,0,0,0,0,0,0,0,0,0.975267538,0,0,0,0,0,0,0,0,0,0,0,0,3.666052623,0,0,0,0,0,0,5.102141999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.559916937,0,0,0,0,0,0,0,0.905511321,5.253425717,0,0,0,0,0,0,0,0,0,0.113797058,0,0,4.148851057,0,0,0,0,0,0,0,0.034838431,0.017796561,0.00963104,0,1.172195254,0,50.78275726,0,0,0,6.403659261,0,0,2.329715198,0,5.435178646,0,0,0,0,0,0,0,0,0,0,0,0,18.16173745,0,0,0,0,0,0.093821676,0.545607598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384932843,0,0,3.069953703,0,0,0,11.72195254,0,0,0,0,0,0,0.037660577,0,0,0,0,0,0,0,0,0,0,0,2.316766304,0,0,0,0,0,0,0,0,11.55674857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63427524,0,0,0,0,0
1845961975,0,0,0,0,0,1.956827709,0,0,0,0,0,0,0,0,9.595414614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150490926,0,0,0,0,0,0.153517118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053594678,0,1.290733017,0,0,0,0,0.604344191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.309690487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.914542589,0,0,0,0,0,0,0,0,0,0,0.668020568,0,0,0,0,0,0,0,0,0,0,0,0,0.318866415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.364847715,0,19.32722569,0,0,0,0,0,3.873965934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040869229,0,0.654234676,0,0,0,0,0,0,0,0,0,0,0.434343399,0,0,0,0,0,0,0,0,0,0,6.659500236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.619794002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177220636,0,0,0,0,0,0,0,0,0.006881152,0,0,0,0.565865002,0,0,0,0,0,0,0,0,0,0,0.828088103,0,0
1845961976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.535200202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133804891,0,0,0,0,0,0,0,1.252267237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133026557,0,1.664967043,0,0,0,0,1.485579966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398574907,0.597862361,0,0,0,0,0,0,0.060751038,0,0,0,0,0.115792011,0,0,0,0,0,0.319876485,1.387844202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.248339446,0,0,0,0,2.155437464,0,0,0,0,0,0,0,0.474648169,0,0,0,0,0,0.0209015,0,0,0,0,0,0,0,0.00963104,0,0,0,4.59652491,0,29.85195328,0,0,0,0,0,4.228274088,0.774766904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339729352,0,0,0,0,0,0,0,0,0,0,7.437038628,0,0,0,0,0,0,0,0,0,0,37.97671784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249543167,0,0,0,0,0,0,0,0,0.034405762,0,0,0,0.405402866,0,0,0,0,0,0,0,0,0,0,0,0,0
1845961977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624594294,0,0.033020574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.724875978,0,0,0,0,0,0,0,0,0,0,0.812658603,0,0,0,0,0,0,0,0,0,1.533772716,0,0,0,0,0,0,0,1.839576494,0,0,0,0,0,0.080699773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210718086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002662489,0,0,0,0,0,0,0,0,0,0,0.795188016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.580582574,0,0,0.086651026,0,0,0,0,0,0,0,3.370474871,0,0,0,0,0,0.049656788,0,0.274496934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594167916,0,0,0,0,0,0,0,0,1.137809298,0,0,0,1.379345104,0,0,0,0,0,0,0,0,0,0,0,0,0
1845961978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966189155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.572336349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165895672,0,0.722738954,0,0,0,0,0.137299466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059129244,0,0.12993834,0.703711008,0,0,0,0,0,0,0.030375519,0,0,0,0,22.97560143,0,0,0,0,0,0,2.120840866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.029802889,0,0,0,0,0,0,0,0.218781635,0,0,0,0,0,0.265526468,0,0,0,0,0,0,0,0.034838431,0.038212291,0.044469472,0,0,0,10.83400411,0,1.222361951,0,0,0,1.898558891,0.298614071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398719082,0,1.10485503,0,0,0,0,0,0.78810549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.024818804,0,0,0,0,0,3.875331085,0,0,0,13.83840771,0,0,0,0,0,0,0,0,0,0.850092318,0,0,0,0,0,0,0,0,0.036609881,0.420181001,0,0,0.140325711,0,0,0,0,0,0,0,0,0,0,0,1.081401234,0
1845961979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.583840033,0,0,0,0.936905922,0,0,0,0,0,0.243375495,0,0,0,0,0,0,0,0.409765518,0,0,0,0,0,0.078848911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.127315586,0.674534017,0,0,0,0.219835837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947527893,0,0,0,0,0,0.080699773,0,0,0,0,0,0.551101683,0,0,0,0,0,0,2.024440472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.207702323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774129643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.283620537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.926190184,0,0.192545509,1.307095346,0,0,0,0,0,0,0,0.18151405,0,0,0.111039756,0,0,0,0,0,0,0,0.817457484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772255435,0,0,0,2.144412458,1.800262673,0,0,0,3.010485154,0,0,0,0,0,0,0,0,0,0.381840599,0,0,0,0,0,0,0,0,0.248366594,0,0,0,0.269639314,0,0,0,0,0,0,0,2.205403524,0,0,0,0,0
1845961980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.930305206,0,0,0,0,0,0,0,2.335358996,0,0,0.721400686,0,0,0,0,0.624594294,0,0,0,0,0.529475183,0,0,0,0,0,0,0,0,0,0,0,0,0,1.744676946,0,0,0,0,0.082516198,0.345765006,0,0,15.5417408,0,0,2.845710089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.414983586,0,0,0,0,0,0,0,0,0,0,0,0,8.809612711,0,0,0,1.002025676,1.035453966,0,0.450333414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.372501986,0,0,0,0,0,0,0,0.513229541,0,0,0,0,0,0,0,0,0,0,0.075262604,0,0,0,0,0,0,0,0,0,0,0,0.059257642,0.005402434,0,2.195152687,0,0,0,0.921513872,0,6.946342249,0,0,0,0,0,0,0,89.90242388,0,0,0,0,0,0,0,29.60438987,0,29.06386887,0,0,0,0,0,0,0,0,0,0.335665031,0.926190184,0.179281573,0,3.370823841,0,0,0,0,0,0,0,0,0,0.096233211,0,0,1.663047773,0,0,0,8.330183869,0,0,0,0,0,0.047251334,0.351758945,0,0,0,0,0,0,0,0,0,0,0,3.661062801,0,0,0,0,0,0,0,0,1.929383889,3.663945701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6313693,0,0,0,0,0
1845961981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.894780989,0,0,0,0,0,0,0,0,0,0,0,0,0,1.304340543,0,0,0,0.409765518,0,0,0,3.418879252,0,0.080282934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229372797,0,1.469694327,0,0,0,0,0.329015043,0,0,0,0,0,0,0,0,0,0.878027991,0,0,0,0,0,0,0,2.102373136,0,0,0,0,0,0.080699773,0,0,0,0,0,4.665987518,0,0.65678336,0,0,0,0,3.234862289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641858021,0,0,0,0,0,0,0,0.472530143,0.025912971,0,0,0,0,4.517336767,0,0,0,0,0,0,0,0,0,0.01229353,0,5.931525061,0,0,0,0,0,0,0,9.853745201,0,0,0,0,0,0,0,0,9.603686678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650725002,0,0,0,1.087227904,0,0,0,0,1.290904187,0,0,0,0,0,1.068701806,0,0,0,0,1.249472407,0,0,0,0.25614637,0,3.730456896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.035907921,13.10430186,0,0,0,6.179429724,0,0,0,0,0,0,0,0,0,0.376468125,0,0,0,0,0,0.412529612,0,0,0.038975277,0,0,0,0.318407218,0,0,0,0,0,0,0,0,0,0,0.528018214,0,0
1845961982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.412743546,0,0,0,0,0,0,0,0,0,0.059417845,0,0,0,0,0,0,0,0.150490926,0,0,0,0,0,0.059136683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160851,0,0,0,0,0,0,0.175447654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016935784,0.978187501,0,0,0,0,0,0.056377554,0,0,0,0,0,0.520407383,0,0,0,0,0,0,1.572324043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062995154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43891525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119430946,0,0,0,0,0,0,0,0.270826605,0,0,0.27759939,0,0,0,0,0,0,0,1.978185213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1514853,0,0,0,0,0,0,0,0,0.086551995,0,0,0,0.59717085,0,0,0,0,0,0,0,0.157348807,0,0,0,0,0
